"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Male","060","Thrown Out","Admitted to Hospital","Not Worn"
"Male","066","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","By Private","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","By Private","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","By Private","Not Worn"
"Female","045","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","026","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","016","Unknown","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Unknown","Admitted to Hospital","Not Worn"
"Male","081","Unknown","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Unknown","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Admitted to Hospital","Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Female","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","By Private","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Female","068","Unknown","Fatal","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","073","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","077","Unknown","Treated at Hospital","Not Worn"
"Male","061","Thrown Out","By Private","Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Female","087","Unknown","Treated at Hospital","Not Worn"
"Male","038","Unknown","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Female","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","013","Unknown","Treated at Hospital","Not Worn"
"Female","014","Unknown","Admitted to Hospital","Not Worn"
"Female","017","Thrown Out","Admitted to Hospital","Not Applicable"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","072","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Unknown","By Private","Not Worn"
"Female","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Male","078","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Fatal","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Female","038","Unknown","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","By Private","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Female","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","052","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Female","018","Unknown","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","015","Thrown Out","Admitted to Hospital","Not Worn"
"Female","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","078","Thrown Out","Treated at Hospital","Not Worn"
"Male","032","Unknown","By Private","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Female","052","Unknown","By Private","Not Worn"
"Male","043","Thrown Out","Admitted to Hospital","Not Worn"
"Female","019","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Fatal","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","061","Thrown Out","By Private","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Female","060","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","014","Thrown Out","By Private","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Unknown","Treated at Hospital","Not Worn"
"Male","043","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Admitted to Hospital","Not Worn"
"Female","073","Unknown","Admitted to Hospital","Not Worn"
"Female","019","Unknown","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Female","059","Unknown","Admitted to Hospital","Not Worn"
"Male","045","Unknown","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Fatal","Fitted - Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Admitted to Hospital","Not Worn"
"Female","042","Unknown","Fatal","Not Worn"
"Male","055","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","034","Unknown","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Female","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","Treated at Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Admitted to Hospital","Not Worn"
"Male","014","Thrown Out","Admitted to Hospital","Not Worn"
"Male","015","Thrown Out","Admitted to Hospital","Not Worn"
"Male","087","Unknown","By Private","Not Worn"
"Male","062","Thrown Out","Admitted to Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Female","042","Thrown Out","Treated at Hospital","Not Worn"
"Female","017","Not Thrown Out","Treated at Hospital","Not Fitted"
"Male","037","Thrown Out","Fatal","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","083","Unknown","Admitted to Hospital","Not Worn"
"Female","039","Thrown Out","By Private","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","060","Unknown","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Unknown","Admitted to Hospital","Not Worn"
"Male","061","Unknown","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Unknown","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","By Private","Not Worn"
"Male","033","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","By Private","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","By Private","Not Worn"
"Female","024","Unknown","Treated at Hospital","Not Worn"
"Male","025","Unknown","By Private","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Fitted"
"Male","018","Thrown Out","Admitted to Hospital","Not Fitted"
"Male","027","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","By Private","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Admitted to Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Female","048","Unknown","Treated at Hospital","Not Worn"
"Male","075","Not Thrown Out","Treated at Hospital","Not Worn"
"Female","034","Unknown","By Private","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Female","022","Unknown","By Private","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","082","Unknown","Fatal","Not Worn"
"Male","073","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","011","Thrown Out","Admitted to Hospital","Not Worn"
"Female","032","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Female","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Unknown","Treated at Hospital","Not Worn"
"Male","033","Unknown","Admitted to Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","044","Unknown","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Treated at Hospital","Not Worn"
"Female","059","Thrown Out","Admitted to Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Female","034","Unknown","Treated at Hospital","Not Worn"
"Male","012","Unknown","Treated at Hospital","Not Worn"
"Male","009","Unknown","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","038","Unknown","Admitted to Hospital","Not Worn"
"Female","006","Unknown","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Admitted to Hospital","Not Worn"
"Female","013","Unknown","Treated at Hospital","Not Worn"
"Female","012","Unknown","Treated at Hospital","Not Worn"
"Female","018","Unknown","Treated at Hospital","Not Worn"
"Female","059","Unknown","Treated at Hospital","Not Worn"
"Female","073","Unknown","Treated at Hospital","Not Worn"
"Female","066","Unknown","By Private","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Female","033","Unknown","Treated at Hospital","Not Worn"
"Female","045","Unknown","Admitted to Hospital","Not Worn"
"Female","045","Thrown Out","Fatal","Fitted - Not Worn"
"Female","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Unknown","Admitted to Hospital","Not Worn"
"Male","073","Thrown Out","By Private","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","By Private","Not Worn"
"Male","013","Unknown","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Female","033","Unknown","Treated at Hospital","Not Worn"
"Male","022","Unknown","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","044","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","By Private","Not Worn"
"Male","054","Thrown Out","By Private","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","By Private","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","072","Unknown","By Private","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","By Private","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","052","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","013","Unknown","Treated at Hospital","Not Worn"
"Male","014","Unknown","Treated at Hospital","Not Worn"
"Male","028","Unknown","Fatal","Not Worn"
"Male","008","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Fatal","Not Worn"
"Male","011","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","By Private","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Female","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Female","052","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","By Private","Not Worn"
"Male","063","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Unknown","Treated at Hospital","Not Worn"
"Male","010","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Unknown","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Female","024","Thrown Out","By Private","Not Worn"
"Female","016","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Thrown Out","Admitted to Hospital","Not Worn"
"Female","030","Unknown","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Male","064","Thrown Out","By Private","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Female","016","Unknown","Treated at Hospital","Not Worn"
"Female","023","Unknown","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Fatal","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","048","Thrown Out","By Private","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Fatal","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","By Private","Not Worn"
"Female","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","072","Thrown Out","By Private","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
